W1_ideo5,text,created_at,status_id,annotation_html,annotation_instruction,annotation_response,annotation_flagged
1,"RT @ChaseMadar: This dialect, known as “Harvard McKinsey,” has a wonderful lilt, a heavily syncopated syntax and is rich in colorful idioms…",2020-05-30T22:55:39Z,1266865889577775e3,"<div style='padding: 10px; margin: 10px;'><p>RT @ChaseMadar: This dialect, known as “Harvard McKinsey,” has a wonderful lilt, a heavily syncopated syntax and is rich in colorful idioms…</p><p style='font-size: 10px;'>2020-05-30 22:55:39</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @ewarren: Donald Trump fans the flames of racism, embraces white supremacy, and employs state violence against Americans exercising thei…",2020-09-30T09:39:24Z,1311239210347704300,"<div style='padding: 10px; margin: 10px;'><p>RT @ewarren: Donald Trump fans the flames of racism, embraces white supremacy, and employs state violence against Americans exercising thei…</p><p style='font-size: 10px;'>2020-09-30 09:39:24</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @SteveNash: This is a white problem. How are WE Caucasian people going to create equality? Listen. Read. Walk in others shoes. Organize.…,2020-06-01T15:05:04Z,1267472235801043e3,<div style='padding: 10px; margin: 10px;'><p>RT @SteveNash: This is a white problem. How are WE Caucasian people going to create equality? Listen. Read. Walk in others shoes. Organize.…</p><p style='font-size: 10px;'>2020-06-01 15:05:04</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @Coelasquid: ""You shouldn't break curfew if you don't want to be murdered by illegally armed white supremacist militia who are also out…",2020-08-27T00:22:38Z,1298777907939115e3,"<div style='padding: 10px; margin: 10px;'><p>RT @Coelasquid: ""You shouldn't break curfew if you don't want to be murdered by illegally armed white supremacist militia who are also out…</p><p style='font-size: 10px;'>2020-08-27 00:22:38</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @LauraJanespoon: The difference couldn’t be more stark. https://t.co/JIN4iZRPXM,2020-10-22T17:02:18Z,1319323206734368800,<div style='padding: 10px; margin: 10px;'><p>RT @LauraJanespoon: The difference couldn’t be more stark. https://t.co/JIN4iZRPXM</p><p style='font-size: 10px;'>2020-10-22 17:02:18</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"@Slate Leave your husband, call the cops. You shouldn't even have to ask this.",2020-12-06T19:18:25Z,1335664911674798e3,"<div style='padding: 10px; margin: 10px;'><p>@Slate Leave your husband, call the cops. You shouldn't even have to ask this.</p><p style='font-size: 10px;'>2020-12-06 19:18:25</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @OhNoSheTwitnt: Trump supporters hate history, math, and science as if they think facts are a minority.",2020-04-18T10:02:15Z,1251450964751646700,"<div style='padding: 10px; margin: 10px;'><p>RT @OhNoSheTwitnt: Trump supporters hate history, math, and science as if they think facts are a minority.</p><p style='font-size: 10px;'>2020-04-18 10:02:15</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @Mr_Hou_Overalls: He was jogging and 2 white dudes in a pickup try to detain him. That never ends well for black folks. Of course he is…,2020-05-07T23:36:03Z,1258541131974901800,<div style='padding: 10px; margin: 10px;'><p>RT @Mr_Hou_Overalls: He was jogging and 2 white dudes in a pickup try to detain him. That never ends well for black folks. Of course he is…</p><p style='font-size: 10px;'>2020-05-07 23:36:03</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"Here's how True You 101 begins: Most people believe that unless you are a certain age, you won’t remember events clearly. 
https://t.co/v7QXz8Z4RM
#writingcommunity #readerswanted #readerscommunity #novels #books #urbanfantasy #Magic #comingofage #uplifting @btwnthelinespub https://t.co/kEpVBT17fQ",2020-11-19T15:13:22Z,1329442650550915e3,"<div style='padding: 10px; margin: 10px;'><p>Here's how True You 101 begins: Most people believe that unless you are a certain age, you won’t remember events clearly. 
https://t.co/v7QXz8Z4RM
#writingcommunity #readerswanted #readerscommunity #novels #books #urbanfantasy #Magic #comingofage #uplifting @btwnthelinespub https://t.co/kEpVBT17fQ</p><p style='font-size: 10px;'>2020-11-19 15:13:22</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @RepChuyGarcia: I believe in the power of this movement because I believe in the power of young people. Today, students of the Little Vi…",2020-06-05T19:32:47Z,1268989163606605800,"<div style='padding: 10px; margin: 10px;'><p>RT @RepChuyGarcia: I believe in the power of this movement because I believe in the power of young people. Today, students of the Little Vi…</p><p style='font-size: 10px;'>2020-06-05 19:32:47</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,When the cops shoot they most often have no idea if the victim has a record. https://t.co/2WEFA8Y9lD,2020-08-25T15:18:45Z,1298278648252956700,<div style='padding: 10px; margin: 10px;'><p>When the cops shoot they most often have no idea if the victim has a record. https://t.co/2WEFA8Y9lD</p><p style='font-size: 10px;'>2020-08-25 15:18:45</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"@nileshaymer @KevinLevin CSA, KKK, Jim Crow -- all treasonous",2020-06-09T13:31:16Z,1270347734118281200,"<div style='padding: 10px; margin: 10px;'><p>@nileshaymer @KevinLevin CSA, KKK, Jim Crow -- all treasonous</p><p style='font-size: 10px;'>2020-06-09 13:31:16</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"“6th and Jefferson in Louisville. This is a line of white people forming a barrier between black protestors and the police. This is love. This is what you do with your privilege.” - KY NOW

#NoJusticeNoPeace #SayHerName #BreonnaTaylor

Photo credit: Tim Druck https://t.co/GExdLwmxSQ",2020-05-29T08:39:34Z,1266288060771098600,"<div style='padding: 10px; margin: 10px;'><p>“6th and Jefferson in Louisville. This is a line of white people forming a barrier between black protestors and the police. This is love. This is what you do with your privilege.” - KY NOW

#NoJusticeNoPeace #SayHerName #BreonnaTaylor

Photo credit: Tim Druck https://t.co/GExdLwmxSQ</p><p style='font-size: 10px;'>2020-05-29 08:39:34</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @JoshuaPotash: Today I saw proud boys attack legal observers, call people cockroaches, and mace and assault random people. They can call…",2020-12-13T10:06:36Z,1338062757636223e3,"<div style='padding: 10px; margin: 10px;'><p>RT @JoshuaPotash: Today I saw proud boys attack legal observers, call people cockroaches, and mace and assault random people. They can call…</p><p style='font-size: 10px;'>2020-12-13 10:06:36</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @Mobute: And we're murdering more people today, folks, and more the day after THAT. A lot of people said Trump couldn't murder Americans…",2020-04-15T00:26:37Z,1250218939373609e3,"<div style='padding: 10px; margin: 10px;'><p>RT @Mobute: And we're murdering more people today, folks, and more the day after THAT. A lot of people said Trump couldn't murder Americans…</p><p style='font-size: 10px;'>2020-04-15 00:26:37</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,@Andy_J96 Mark Charles,2020-07-14T22:21:03Z,1283164634103582700,<div style='padding: 10px; margin: 10px;'><p>@Andy_J96 Mark Charles</p><p style='font-size: 10px;'>2020-07-14 22:21:03</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @JamaalBowmanNY: I’m speechless. NYC is a beautifully diverse, working class, democratic city. The NYPD is clearly showing they are not…",2020-08-15T04:39:30Z,1294493896215494700,"<div style='padding: 10px; margin: 10px;'><p>RT @JamaalBowmanNY: I’m speechless. NYC is a beautifully diverse, working class, democratic city. The NYPD is clearly showing they are not…</p><p style='font-size: 10px;'>2020-08-15 04:39:30</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @covie_93: Which bible verse would go well with pardoning a group of men who murdered innocent women and children?.

Asking for Marco Ru…",2020-12-24T08:54:13Z,1342030809088319500,"<div style='padding: 10px; margin: 10px;'><p>RT @covie_93: Which bible verse would go well with pardoning a group of men who murdered innocent women and children?.

Asking for Marco Ru…</p><p style='font-size: 10px;'>2020-12-24 08:54:13</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @tambrxwn: Black people get bullets for things cops can always nonviolently de-escalate with white people. Nobody wants a empty apology…,2020-05-07T22:59:12Z,1258531861124411400,<div style='padding: 10px; margin: 10px;'><p>RT @tambrxwn: Black people get bullets for things cops can always nonviolently de-escalate with white people. Nobody wants a empty apology…</p><p style='font-size: 10px;'>2020-05-07 22:59:12</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @MalaikaJabali: With polls emerging about how white people feel about the BLM protests, we cannot ignore the media’s role in this. 

New…",2020-08-29T13:41:06Z,129970362743151e4,"<div style='padding: 10px; margin: 10px;'><p>RT @MalaikaJabali: With polls emerging about how white people feel about the BLM protests, we cannot ignore the media’s role in this. 

New…</p><p style='font-size: 10px;'>2020-08-29 13:41:06</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"@cmclymer As a little kid I gendered numbers, letters and colors. Apparently it is a form of synesthesia. I don't know why my brain decided on the genders it chose but I still think of them that way.",2020-11-18T23:51:17Z,1329210602447720400,"<div style='padding: 10px; margin: 10px;'><p>@cmclymer As a little kid I gendered numbers, letters and colors. Apparently it is a form of synesthesia. I don't know why my brain decided on the genders it chose but I still think of them that way.</p><p style='font-size: 10px;'>2020-11-18 23:51:17</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @DEMS_R_GOP: @SalamandersuitE Men who don't consider women as intellectual equals are exactly the kind of men who might be baited into p…,2020-11-13T14:31:29Z,1327257783151042600,<div style='padding: 10px; margin: 10px;'><p>RT @DEMS_R_GOP: @SalamandersuitE Men who don't consider women as intellectual equals are exactly the kind of men who might be baited into p…</p><p style='font-size: 10px;'>2020-11-13 14:31:29</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @paulpaz: That’s my boy on #climatestrike with his class. #chevronguilty #dontbuychevron #ClimateCrisis @suechiang https://t.co/du358AxF…,2020-05-21T17:56:47Z,1263529184758030300,<div style='padding: 10px; margin: 10px;'><p>RT @paulpaz: That’s my boy on #climatestrike with his class. #chevronguilty #dontbuychevron #ClimateCrisis @suechiang https://t.co/du358AxF…</p><p style='font-size: 10px;'>2020-05-21 17:56:47</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @KenidraRWoods_: Is it true that I hate white people? No. I hate no one. 

Do I feel let down by them time and time again? Absolutely.…",2020-02-20T05:21:56Z,1230361925135011800,"<div style='padding: 10px; margin: 10px;'><p>RT @KenidraRWoods_: Is it true that I hate white people? No. I hate no one. 

Do I feel let down by them time and time again? Absolutely.…</p><p style='font-size: 10px;'>2020-02-20 05:21:56</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @candle_boutique: Russian brainwashing techniques at play . . . https://t.co/6P2vhkJ1wa,2020-04-19T23:41:51Z,1.2520196112785121e+18,<div style='padding: 10px; margin: 10px;'><p>RT @candle_boutique: Russian brainwashing techniques at play . . . https://t.co/6P2vhkJ1wa</p><p style='font-size: 10px;'>2020-04-19 23:41:51</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @hamdia_ahmed: I hate Nazis.,2020-08-14T03:28:53Z,1294113740711960600,<div style='padding: 10px; margin: 10px;'><p>RT @hamdia_ahmed: I hate Nazis.</p><p style='font-size: 10px;'>2020-08-14 03:28:53</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,I’m 100% with you Donald! Antifa has been horrible for so long. Here’s some anti-fascists ruining a perfectly good beach day in France! Wish you could have been there to stop them! https://t.co/1eOBVIdNYm https://t.co/caPzj7ojaB,2020-06-01T16:48:09Z,1267498177382531e3,<div style='padding: 10px; margin: 10px;'><p>I’m 100% with you Donald! Antifa has been horrible for so long. Here’s some anti-fascists ruining a perfectly good beach day in France! Wish you could have been there to stop them! https://t.co/1eOBVIdNYm https://t.co/caPzj7ojaB</p><p style='font-size: 10px;'>2020-06-01 16:48:09</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @pussyrrriot: we're proud antifa since 2007 here https://t.co/Q1VhN1eMXu,2020-09-30T02:46:27Z,1311135288480030700,<div style='padding: 10px; margin: 10px;'><p>RT @pussyrrriot: we're proud antifa since 2007 here https://t.co/Q1VhN1eMXu</p><p style='font-size: 10px;'>2020-09-30 02:46:27</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"@Sportstalkcrap To be specific, white people aligning with POC and finding class consciousness has always horrified the powers that be",2020-06-06T19:28:17Z,1269350415633715200,"<div style='padding: 10px; margin: 10px;'><p>@Sportstalkcrap To be specific, white people aligning with POC and finding class consciousness has always horrified the powers that be</p><p style='font-size: 10px;'>2020-06-06 19:28:17</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @hamdia_ahmed: If Biden becomes the next president, it doesn’t mean black people will stop being murdered by the police. It doesn’t mean…",2020-11-05T04:30:48Z,1324207512200032300,"<div style='padding: 10px; margin: 10px;'><p>RT @hamdia_ahmed: If Biden becomes the next president, it doesn’t mean black people will stop being murdered by the police. It doesn’t mean…</p><p style='font-size: 10px;'>2020-11-05 04:30:48</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @Jamie_Margolin: Can we stop to acknowledge how ridiculous it is that colonialism is so engrained in American culture that it is conside…,2020-02-05T06:07:09Z,1224937485752590300,<div style='padding: 10px; margin: 10px;'><p>RT @Jamie_Margolin: Can we stop to acknowledge how ridiculous it is that colonialism is so engrained in American culture that it is conside…</p><p style='font-size: 10px;'>2020-02-05 06:07:09</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,random liberals blaming russia for the protests or sharing posts from maga folks shitting on antifa because they need a way to explain to themselves what's going on without indicting the powerful people they stan,2020-05-31T06:01:31Z,1266973059958878200,<div style='padding: 10px; margin: 10px;'><p>random liberals blaming russia for the protests or sharing posts from maga folks shitting on antifa because they need a way to explain to themselves what's going on without indicting the powerful people they stan</p><p style='font-size: 10px;'>2020-05-31 06:01:31</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @NicolasEdny: What was it about @HillaryClinton that drove away the majority of White women?

Why didn't y'all rally around this brillia…",2020-04-03T01:42:40Z,1245889423658692600,"<div style='padding: 10px; margin: 10px;'><p>RT @NicolasEdny: What was it about @HillaryClinton that drove away the majority of White women?

Why didn't y'all rally around this brillia…</p><p style='font-size: 10px;'>2020-04-03 01:42:40</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,@Enstone @Sciwhat But poor Karen's roots!!,2020-05-02T01:51:40Z,1256400935716130800,<div style='padding: 10px; margin: 10px;'><p>@Enstone @Sciwhat But poor Karen's roots!!</p><p style='font-size: 10px;'>2020-05-02 01:51:40</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @The_Acumen: It it’s Trumps fault for the police and white supremacist violence against us now, who was at fault before Trump? Who’s fau…",2020-08-31T20:39:28Z,1300533689282158600,"<div style='padding: 10px; margin: 10px;'><p>RT @The_Acumen: It it’s Trumps fault for the police and white supremacist violence against us now, who was at fault before Trump? Who’s fau…</p><p style='font-size: 10px;'>2020-08-31 20:39:28</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @ava: This is a white woman talking honestly about her experiences and its one of the best threads on the criminalization of Black peopl…,2020-06-17T12:32:20Z,1273232004746707e3,<div style='padding: 10px; margin: 10px;'><p>RT @ava: This is a white woman talking honestly about her experiences and its one of the best threads on the criminalization of Black peopl…</p><p style='font-size: 10px;'>2020-06-17 12:32:20</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @ScubaForDogs: I'm Black and I would not expect poor white folks to participate in a political movement that offers them nothing materia…,2020-12-07T20:42:28Z,1336048451210109e3,<div style='padding: 10px; margin: 10px;'><p>RT @ScubaForDogs: I'm Black and I would not expect poor white folks to participate in a political movement that offers them nothing materia…</p><p style='font-size: 10px;'>2020-12-07 20:42:28</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @OhNoSheTwitnt: A movie about a white guy who starts murdering people because he got rejected by women and picked on was nominated for t…,2020-01-13T19:08:04Z,1216799090832396300,<div style='padding: 10px; margin: 10px;'><p>RT @OhNoSheTwitnt: A movie about a white guy who starts murdering people because he got rejected by women and picked on was nominated for t…</p><p style='font-size: 10px;'>2020-01-13 19:08:04</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"Trump has sent several tweets claiming that ""violence"" and ""low income housing and projects"" are coming to suburbs if Biden is elected. The one about low income housing even included the line ""so much for the American dream."" The tweets are racist and classist.",2020-09-08T18:22:20Z,1303398278373884e3,"<div style='padding: 10px; margin: 10px;'><p>Trump has sent several tweets claiming that ""violence"" and ""low income housing and projects"" are coming to suburbs if Biden is elected. The one about low income housing even included the line ""so much for the American dream."" The tweets are racist and classist.</p><p style='font-size: 10px;'>2020-09-08 18:22:20</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @dumbassgenius: It's not that Senator #LindseyGraham paid to have sex with dudes, among whom he was known as Lady G.
It's that being bla…",2020-06-05T22:35:42Z,1269035192187908e3,"<div style='padding: 10px; margin: 10px;'><p>RT @dumbassgenius: It's not that Senator #LindseyGraham paid to have sex with dudes, among whom he was known as Lady G.
It's that being bla…</p><p style='font-size: 10px;'>2020-06-05 22:35:42</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @Coelasquid: This is really sad knowing the woman who kicked off gender reveal parties did it because she’d had so many miscarriages she…,2020-09-08T15:48:29Z,1303359562389614600,<div style='padding: 10px; margin: 10px;'><p>RT @Coelasquid: This is really sad knowing the woman who kicked off gender reveal parties did it because she’d had so many miscarriages she…</p><p style='font-size: 10px;'>2020-09-08 15:48:29</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @ofcourseworksmf: @john_sayles @WarsWv In the shootout scene I found out that peace-loving sw students would often yell for Pinkerton bl…,2020-10-07T01:51:45Z,131365823808947e4,<div style='padding: 10px; margin: 10px;'><p>RT @ofcourseworksmf: @john_sayles @WarsWv In the shootout scene I found out that peace-loving sw students would often yell for Pinkerton bl…</p><p style='font-size: 10px;'>2020-10-07 01:51:45</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @ClementDeja: I think what’s most infuriating is that there are White people protesting for their “freedom to go outside”, while for Bla…",2020-05-07T23:14:53Z,1258535804898443300,"<div style='padding: 10px; margin: 10px;'><p>RT @ClementDeja: I think what’s most infuriating is that there are White people protesting for their “freedom to go outside”, while for Bla…</p><p style='font-size: 10px;'>2020-05-07 23:14:53</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @BenjaminPDixon: Have you seen America?

Have you seen the condition of the working class (which includes Black people)?

The real quest…",2020-02-22T23:26:45Z,1231359703864791e3,"<div style='padding: 10px; margin: 10px;'><p>RT @BenjaminPDixon: Have you seen America?

Have you seen the condition of the working class (which includes Black people)?

The real quest…</p><p style='font-size: 10px;'>2020-02-22 23:26:45</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @MiahLee17: Black people literally go for a jog and end up the victims of lynchings and racialised murder, the people in power don't bat…",2020-05-07T23:01:25Z,1258532417482010600,"<div style='padding: 10px; margin: 10px;'><p>RT @MiahLee17: Black people literally go for a jog and end up the victims of lynchings and racialised murder, the people in power don't bat…</p><p style='font-size: 10px;'>2020-05-07 23:01:25</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,@MelissaJPeltier @WeHoCity People that live next to a Karen the Snitch are gonna be fucked.,2020-08-01T21:34:20Z,1289675858131562500,<div style='padding: 10px; margin: 10px;'><p>@MelissaJPeltier @WeHoCity People that live next to a Karen the Snitch are gonna be fucked.</p><p style='font-size: 10px;'>2020-08-01 21:34:20</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,Anti-lockdown protests aren’t really about public health policy or the virus — they’re a crude display of white identity politics – Raw Story https://t.co/gGpvdbDaLQ,2020-05-04T18:39:07Z,1257379242486173700,<div style='padding: 10px; margin: 10px;'><p>Anti-lockdown protests aren’t really about public health policy or the virus — they’re a crude display of white identity politics – Raw Story https://t.co/gGpvdbDaLQ</p><p style='font-size: 10px;'>2020-05-04 18:39:07</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @wirelesshogan: The United States of America is not racist and white supremacist in spite of our foundations. The USA is racist and whit…,2020-06-06T00:59:25Z,1269071361307279400,<div style='padding: 10px; margin: 10px;'><p>RT @wirelesshogan: The United States of America is not racist and white supremacist in spite of our foundations. The USA is racist and whit…</p><p style='font-size: 10px;'>2020-06-06 00:59:25</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @yourvokalnews: I’m so sick of “liberal” white folks telling Black people that if we’d like to live, we should word it correctly.",2020-11-13T01:58:38Z,1327068320617668600,"<div style='padding: 10px; margin: 10px;'><p>RT @yourvokalnews: I’m so sick of “liberal” white folks telling Black people that if we’d like to live, we should word it correctly.</p><p style='font-size: 10px;'>2020-11-13 01:58:38</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @angiecthomas: There is literally no one for Black people to call when we need help. https://t.co/2PVyYKU0DB,2020-08-10T15:26:14Z,1292844715843424300,<div style='padding: 10px; margin: 10px;'><p>RT @angiecthomas: There is literally no one for Black people to call when we need help. https://t.co/2PVyYKU0DB</p><p style='font-size: 10px;'>2020-08-10 15:26:14</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @RealTimBlack: If Black People saved America by electing Biden what are you going to do to SAVE BLACK PEOPLE spefically? 

I already kno…",2020-11-07T04:07:51Z,1324926513578381300,"<div style='padding: 10px; margin: 10px;'><p>RT @RealTimBlack: If Black People saved America by electing Biden what are you going to do to SAVE BLACK PEOPLE spefically? 

I already kno…</p><p style='font-size: 10px;'>2020-11-07 04:07:51</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @MichaelSkolnik: Black and White. https://t.co/2hzP4Ls9up,2020-05-27T13:47:53Z,1265640873989230600,<div style='padding: 10px; margin: 10px;'><p>RT @MichaelSkolnik: Black and White. https://t.co/2hzP4Ls9up</p><p style='font-size: 10px;'>2020-05-27 13:47:53</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @mcspocky: Please, this woman needs to be identified and then prosecuted for animal cruelty!
Please share so a lot of people see this, a…",2020-07-01T11:22:17Z,1278287807988015e3,"<div style='padding: 10px; margin: 10px;'><p>RT @mcspocky: Please, this woman needs to be identified and then prosecuted for animal cruelty!
Please share so a lot of people see this, a…</p><p style='font-size: 10px;'>2020-07-01 11:22:17</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @unrealfred: People are asking, “You expect cops to remain calm even when they’re being yelled at, threatened, or attacked?”

Yes. I exp…",2020-06-07T00:28:39Z,1269426008962334700,"<div style='padding: 10px; margin: 10px;'><p>RT @unrealfred: People are asking, “You expect cops to remain calm even when they’re being yelled at, threatened, or attacked?”

Yes. I exp…</p><p style='font-size: 10px;'>2020-06-07 00:28:39</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @therealvali: In the last 24 hours I saw a black man murdered by a retired cop for exercising and a white man let off after pleading gui…,2020-05-08T13:49:28Z,1258755903983059e3,<div style='padding: 10px; margin: 10px;'><p>RT @therealvali: In the last 24 hours I saw a black man murdered by a retired cop for exercising and a white man let off after pleading gui…</p><p style='font-size: 10px;'>2020-05-08 13:49:28</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"""We recognize that our academic institutions and research collaborations––despite big talk about diversity, equity, and inclusion––have ultimately failed Black people.""

Learn more about Particles for Justice's #Strike4BlackLives and #shutdownSTEM. 

https://t.co/R5eoJ3HqxG",2020-06-09T15:54:12Z,1270383703991234600,"<div style='padding: 10px; margin: 10px;'><p>""We recognize that our academic institutions and research collaborations––despite big talk about diversity, equity, and inclusion––have ultimately failed Black people.""

Learn more about Particles for Justice's #Strike4BlackLives and #shutdownSTEM. 

https://t.co/R5eoJ3HqxG</p><p style='font-size: 10px;'>2020-06-09 15:54:12</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @100_Disable_vet: My people survived slavery, Jim Crow, redlining, mass incarceration, police brutality, inferior schools, substandard h…",2020-09-01T21:18:04Z,130090579089161e4,"<div style='padding: 10px; margin: 10px;'><p>RT @100_Disable_vet: My people survived slavery, Jim Crow, redlining, mass incarceration, police brutality, inferior schools, substandard h…</p><p style='font-size: 10px;'>2020-09-01 21:18:04</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @LuvMacyIsabella: KAAAMMMAAALLLAAAAAAAAAAAAAA OUR FIRST FEMALE VP!!!! 

A woman of color!!

A woman of power!!

You are brilliant, and I…",2020-11-07T17:00:30Z,1325120958773031e3,"<div style='padding: 10px; margin: 10px;'><p>RT @LuvMacyIsabella: KAAAMMMAAALLLAAAAAAAAAAAAAA OUR FIRST FEMALE VP!!!! 

A woman of color!!

A woman of power!!

You are brilliant, and I…</p><p style='font-size: 10px;'>2020-11-07 17:00:30</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @NBCNews: Taylor Swift slams President Trump for ""stoking the fires of white supremacy"" Friday after Trump's tweet about shooting protes…",2020-05-29T22:57:39Z,1266504001413136400,"<div style='padding: 10px; margin: 10px;'><p>RT @NBCNews: Taylor Swift slams President Trump for ""stoking the fires of white supremacy"" Friday after Trump's tweet about shooting protes…</p><p style='font-size: 10px;'>2020-05-29 22:57:39</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @Am_BURRRRRR: Evidence of white supremacists starting the riots!!!
White men dressed in all blacks!!

I have permission to share this vi…",2020-05-30T08:29:02Z,1266647794879811600,"<div style='padding: 10px; margin: 10px;'><p>RT @Am_BURRRRRR: Evidence of white supremacists starting the riots!!!
White men dressed in all blacks!!

I have permission to share this vi…</p><p style='font-size: 10px;'>2020-05-30 08:29:02</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @wirelesshogan: The only people who think that building a nation where We the People truly means #AllThePeople is a progressive, even ra…",2020-08-21T19:38:16Z,1296894407044718600,"<div style='padding: 10px; margin: 10px;'><p>RT @wirelesshogan: The only people who think that building a nation where We the People truly means #AllThePeople is a progressive, even ra…</p><p style='font-size: 10px;'>2020-08-21 19:38:16</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,75 Things White People Can Do for Racial Justice by Corinne Shutack https://t.co/8bZhHr0pMd,2020-06-05T16:45:47Z,1268947136831533e3,<div style='padding: 10px; margin: 10px;'><p>75 Things White People Can Do for Racial Justice by Corinne Shutack https://t.co/8bZhHr0pMd</p><p style='font-size: 10px;'>2020-06-05 16:45:47</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @peachisyummy: Definitely https://t.co/BpB7vZlNkR,2020-03-17T01:05:40Z,1239719516080234500,<div style='padding: 10px; margin: 10px;'><p>RT @peachisyummy: Definitely https://t.co/BpB7vZlNkR</p><p style='font-size: 10px;'>2020-03-17 01:05:40</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @jilevin: White supremacy won't die until… https://t.co/8o2JkWmaQ4,2020-07-19T11:23:57Z,1284811208680497200,<div style='padding: 10px; margin: 10px;'><p>RT @jilevin: White supremacy won't die until… https://t.co/8o2JkWmaQ4</p><p style='font-size: 10px;'>2020-07-19 11:23:57</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"@BlurryBitsPhoto @honestchocs That's a lot of ""dudes"" in one sitting!",2020-09-06T16:23:32Z,1302643605975097300,"<div style='padding: 10px; margin: 10px;'><p>@BlurryBitsPhoto @honestchocs That's a lot of ""dudes"" in one sitting!</p><p style='font-size: 10px;'>2020-09-06 16:23:32</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
